Customer_ID,Customer_Name,Email_ID,Gender,Customer_Age,Geography_ID
C100154,Neha Singh,neha.singh154@example.com,Other,24,G014
C100155,Aditya Reddy,aditya.reddy155@example.com,Other,66,G018
C100156,Pooja Singh,pooja.singh156@example.com,Female,42,G009
C100157,Karan Patel,karan.patel157@example.com,Male,32,G015
C100158,Arjun Singh,arjun.singh158@example.com,Other,54,G013
C100159,Karan Sharma,karan.sharma159@example.com,Female,69,G011
C100160,Aditya Singh,aditya.singh160@example.com,Male,37,G009
C100161,Karan Reddy,karan.reddy161@example.com,Other,59,G009
C100162,Priya Sharma,priya.sharma162@example.com,Other,27,G003
C100163,Arjun Gupta,arjun.gupta163@example.com,Female,50,G008
C100164,Sneha Singh,sneha.singh164@example.com,Other,60,G016
C100165,Ananya Sharma,ananya.sharma165@example.com,Male,33,G008
C100166,Rohit Patel,rohit.patel166@example.com,Female,57,G012
C100167,Ananya Nair,ananya.nair167@example.com,Female,62,G018
C100168,Karan Nair,karan.nair168@example.com,Other,44,G009
C100169,Rahul Reddy,rahul.reddy169@example.com,Male,22,G007
C100170,Karan Verma,karan.verma170@example.com,Other,49,G006
C100171,Arjun Patel,arjun.patel171@example.com,Other,45,G009
C100172,Sneha Reddy,sneha.reddy172@example.com,Male,68,G007
C100173,Rahul Patel,rahul.patel173@example.com,Female,26,G010
C100174,Aarav Iyer,aarav.iyer174@example.com,Female,17,G002
C100175,Priya Reddy,priya.reddy175@example.com,Other,23,G016
C100176,Vivaan Sharma,vivaan.sharma176@example.com,Other,33,G016
C100177,Ananya Singh,ananya.singh177@example.com,Female,26,G002
C100178,Rahul Singh,rahul.singh178@example.com,Male,67,G003
C100179,Rohit Singh,rohit.singh179@example.com,Male,51,G002
C100180,Aditya Iyer,aditya.iyer180@example.com,Other,34,G003
C100181,Arjun Verma,arjun.verma181@example.com,Other,63,G014
C100182,Kavya Patel,kavya.patel182@example.com,Other,39,G015
C100183,Ananya Reddy,ananya.reddy183@example.com,Other,42,G010
C100184,Kavya Sharma,kavya.sharma184@example.com,Other,62,G004
C100185,Pooja Patel,pooja.patel185@example.com,Other,28,G009
C100186,Neha Verma,neha.verma186@example.com,Male,30,G006
C100187,Priya Verma,priya.verma187@example.com,Male,15,G014
C100188,Ananya Singh,ananya.singh188@example.com,Female,17,G008
C100189,Rahul Reddy,rahul.reddy189@example.com,Other,70,G015
C100190,Vivaan Patel,vivaan.patel190@example.com,Female,65,G007
C100191,Rohit Verma,rohit.verma191@example.com,Other,29,G005
C100192,Rahul Iyer,rahul.iyer192@example.com,Male,18,G006
C100193,Pooja Reddy,pooja.reddy193@example.com,Other,62,G010
C100194,Ananya Verma,ananya.verma194@example.com,Female,59,G010
C100195,Sneha Gupta,sneha.gupta195@example.com,Female,47,G018
C100196,Ananya Singh,ananya.singh196@example.com,Male,53,G002
C100197,Rohit Nair,rohit.nair197@example.com,Other,31,G001
C100198,Vivaan Patel,vivaan.patel198@example.com,Other,68,G001
C100199,Pooja Reddy,pooja.reddy199@example.com,Other,17,G006
C100200,Ananya Singh,ananya.singh200@example.com,Female,26,G014
C100201,Neha Singh,neha.singh201@example.com,Male,45,G012
C100202,Rohit Nair,rohit.nair202@example.com,Female,57,G004
C100203,Riya Iyer,riya.iyer203@example.com,Female,41,G016
C100204,Rahul Gupta,rahul.gupta204@example.com,Other,17,G015
C100205,Vivaan Nair,vivaan.nair205@example.com,Female,35,G004
C100206,Pooja Gupta,pooja.gupta206@example.com,Other,67,G001
C100207,Neha Singh,neha.singh207@example.com,Female,18,G007
C100208,Priya Nair,priya.nair208@example.com,Other,63,G016
C100209,Neha Singh,neha.singh209@example.com,Male,28,G009
C100210,Priya Iyer,priya.iyer210@example.com,Female,43,G016
C100211,Vivaan Sharma,vivaan.sharma211@example.com,Other,53,G008
C100212,Sneha Iyer,sneha.iyer212@example.com,Female,50,G001
C100213,Priya Gupta,priya.gupta213@example.com,Male,29,G004
C100214,Ananya Verma,ananya.verma214@example.com,Other,68,G005
C100215,Ananya Reddy,ananya.reddy215@example.com,Other,60,G009
C100216,Rohit Singh,rohit.singh216@example.com,Female,30,G015
C100217,Priya Iyer,priya.iyer217@example.com,Female,27,G017
C100218,Sneha Iyer,sneha.iyer218@example.com,Male,32,G014
C100219,Karan Reddy,karan.reddy219@example.com,Male,33,G010
C100220,Riya Singh,riya.singh220@example.com,Male,43,G018
C100221,Ananya Nair,ananya.nair221@example.com,Female,50,G018
C100222,Rohit Singh,rohit.singh222@example.com,Female,70,G007
C100223,Sneha Patel,sneha.patel223@example.com,Other,39,G008
C100224,Riya Gupta,riya.gupta224@example.com,Male,35,G016
C100225,Sneha Gupta,sneha.gupta225@example.com,Female,57,G005
C100226,Ananya Sharma,ananya.sharma226@example.com,Male,47,G011
C100227,Riya Verma,riya.verma227@example.com,Female,21,G017
C100228,Ananya Sharma,ananya.sharma228@example.com,Other,24,G014
C100229,Riya Iyer,riya.iyer229@example.com,Male,45,G009
C100230,Karan Gupta,karan.gupta230@example.com,Other,20,G011
C100231,Riya Gupta,riya.gupta231@example.com,Female,55,G016
C100232,Riya Sharma,riya.sharma232@example.com,Other,19,G008
C100233,Neha Reddy,neha.reddy233@example.com,Male,62,G003
C100234,Rohit Verma,rohit.verma234@example.com,Other,60,G004
C100235,Ananya Iyer,ananya.iyer235@example.com,Other,34,G001
C100236,Aarav Nair,aarav.nair236@example.com,Male,33,G012
C100237,Karan Gupta,karan.gupta237@example.com,Male,30,G017
C100238,Rohit Iyer,rohit.iyer238@example.com,Male,26,G003
C100239,Kavya Gupta,kavya.gupta239@example.com,Other,58,G008
C100240,Ananya Iyer,ananya.iyer240@example.com,Male,44,G009
C100241,Ananya Reddy,ananya.reddy241@example.com,Other,15,G015
C100242,Rahul Iyer,rahul.iyer242@example.com,Male,43,G012
C100243,Kavya Reddy,kavya.reddy243@example.com,Other,42,G009
C100244,Ananya Reddy,ananya.reddy244@example.com,Male,39,G016
C100245,Vivaan Patel,vivaan.patel245@example.com,Female,51,G012
C100246,Kavya Reddy,kavya.reddy246@example.com,Other,33,G001
C100247,Riya Gupta,riya.gupta247@example.com,Female,15,G002
C100248,Kavya Singh,kavya.singh248@example.com,Female,64,G008
C100249,Kavya Nair,kavya.nair249@example.com,Male,55,G007
C100250,Kavya Reddy,kavya.reddy250@example.com,Other,63,G005
C100251,Neha Verma,neha.verma251@example.com,Other,56,G002
C100252,Rahul Singh,rahul.singh252@example.com,Male,52,G012
C100253,Sneha Iyer,sneha.iyer253@example.com,Male,33,G011
C100254,Sneha Gupta,sneha.gupta254@example.com,Male,27,G005
C100255,Pooja Nair,pooja.nair255@example.com,Other,47,G009
C100256,Riya Iyer,riya.iyer256@example.com,Female,67,G016
C100257,Pooja Reddy,pooja.reddy257@example.com,Other,70,G011
C100258,Pooja Verma,pooja.verma258@example.com,Female,19,G005
C100259,Pooja Patel,pooja.patel259@example.com,Other,61,G013
C100260,Riya Nair,riya.nair260@example.com,Male,65,G013
C100261,Aarav Reddy,aarav.reddy261@example.com,Other,22,G015
C100262,Karan Reddy,karan.reddy262@example.com,Other,39,G012
C100263,Vivaan Patel,vivaan.patel263@example.com,Female,16,G018
C100264,Karan Patel,karan.patel264@example.com,Other,19,G015
C100265,Sneha Reddy,sneha.reddy265@example.com,Other,41,G004
C100266,Aditya Sharma,aditya.sharma266@example.com,Male,34,G016
C100267,Vivaan Verma,vivaan.verma267@example.com,Male,49,G005
C100268,Rohit Singh,rohit.singh268@example.com,Female,57,G018
C100269,Rohit Iyer,rohit.iyer269@example.com,Female,56,G004
C100270,Riya Singh,riya.singh270@example.com,Other,41,G009
C100271,Aarav Nair,aarav.nair271@example.com,Male,43,G015
C100272,Arjun Nair,arjun.nair272@example.com,Male,58,G012
C100273,Priya Nair,priya.nair273@example.com,Male,40,G009
C100274,Arjun Verma,arjun.verma274@example.com,Female,20,G007
C100275,Neha Sharma,neha.sharma275@example.com,Male,65,G011
C100276,Arjun Iyer,arjun.iyer276@example.com,Other,28,G003
C100277,Riya Patel,riya.patel277@example.com,Other,28,G008
C100278,Karan Iyer,karan.iyer278@example.com,Other,15,G009
C100279,Riya Iyer,riya.iyer279@example.com,Male,49,G009
C100280,Pooja Iyer,pooja.iyer280@example.com,Male,57,G001
C100281,Aditya Sharma,aditya.sharma281@example.com,Female,65,G008
C100282,Kavya Nair,kavya.nair282@example.com,Male,26,G009
C100283,Aarav Iyer,aarav.iyer283@example.com,Other,41,G017
C100284,Vivaan Verma,vivaan.verma284@example.com,Female,43,G012
C100285,Priya Verma,priya.verma285@example.com,Female,47,G008
C100286,Kavya Sharma,kavya.sharma286@example.com,Other,65,G017
C100287,Rahul Singh,rahul.singh287@example.com,Other,16,G002
C100288,Ananya Gupta,ananya.gupta288@example.com,Female,58,G004
C100289,Ananya Singh,ananya.singh289@example.com,Male,20,G011
C100290,Kavya Iyer,kavya.iyer290@example.com,Male,23,G009
C100291,Kavya Nair,kavya.nair291@example.com,Female,53,G017
C100292,Rahul Singh,rahul.singh292@example.com,Other,53,G014
C100293,Vivaan Verma,vivaan.verma293@example.com,Other,56,G018
C100294,Sneha Patel,sneha.patel294@example.com,Female,43,G008
C100295,Rohit Nair,rohit.nair295@example.com,Female,40,G014
C100296,Sneha Verma,sneha.verma296@example.com,Female,42,G011
C100297,Neha Reddy,neha.reddy297@example.com,Female,24,G016
C100298,Vivaan Verma,vivaan.verma298@example.com,Male,20,G014
C100299,Vivaan Nair,vivaan.nair299@example.com,Male,50,G002
C100300,Kavya Nair,kavya.nair300@example.com,Other,22,G014
C100301,Karan Gupta,karan.gupta301@example.com,Other,18,G010
C100302,Kavya Reddy,kavya.reddy302@example.com,Female,21,G017
C100303,Arjun Iyer,arjun.iyer303@example.com,Other,45,G008
C100304,Riya Verma,riya.verma304@example.com,Female,69,G018
C100305,Karan Verma,karan.verma305@example.com,Female,51,G008
C100306,Pooja Gupta,pooja.gupta306@example.com,Other,64,G018
C100307,Aarav Reddy,aarav.reddy307@example.com,Male,26,G009
C100308,Sneha Reddy,sneha.reddy308@example.com,Female,37,G001
C100309,Aditya Iyer,aditya.iyer309@example.com,Other,57,G013
C100310,Vivaan Iyer,vivaan.iyer310@example.com,Other,55,G001
C100311,Vivaan Patel,vivaan.patel311@example.com,Female,41,G015
C100312,Karan Iyer,karan.iyer312@example.com,Female,34,G011
C100313,Pooja Verma,pooja.verma313@example.com,Male,24,G006
C100314,Pooja Sharma,pooja.sharma314@example.com,Other,20,G009
C100315,Ananya Gupta,ananya.gupta315@example.com,Female,53,G015
C100316,Rohit Reddy,rohit.reddy316@example.com,Male,63,G017
C100317,Vivaan Nair,vivaan.nair317@example.com,Female,22,G010
C100318,Neha Singh,neha.singh318@example.com,Other,57,G010
C100319,Aarav Patel,aarav.patel319@example.com,Female,53,G002
C100320,Aarav Patel,aarav.patel320@example.com,Female,28,G005
C100321,Pooja Reddy,pooja.reddy321@example.com,Female,35,G004
C100322,Aarav Singh,aarav.singh322@example.com,Other,42,G006
C100323,Aditya Gupta,aditya.gupta323@example.com,Other,60,G008
C100324,Priya Nair,priya.nair324@example.com,Male,40,G002
C100325,Rohit Sharma,rohit.sharma325@example.com,Female,19,G011
C100326,Kavya Gupta,kavya.gupta326@example.com,Other,40,G014
C100327,Rahul Verma,rahul.verma327@example.com,Female,16,G011
C100328,Aditya Singh,aditya.singh328@example.com,Other,38,G003
C100329,Rohit Verma,rohit.verma329@example.com,Male,42,G013
C100330,Priya Verma,priya.verma330@example.com,Female,70,G010
C100331,Sneha Nair,sneha.nair331@example.com,Male,36,G006
C100332,Vivaan Verma,vivaan.verma332@example.com,Other,47,G007
C100333,Pooja Nair,pooja.nair333@example.com,Female,61,G005
C100334,Arjun Verma,arjun.verma334@example.com,Male,31,G007
C100335,Aditya Iyer,aditya.iyer335@example.com,Other,19,G006
C100336,Pooja Singh,pooja.singh336@example.com,Female,63,G015
C100337,Neha Nair,neha.nair337@example.com,Other,35,G005
C100338,Ananya Verma,ananya.verma338@example.com,Female,43,G010
C100339,Pooja Reddy,pooja.reddy339@example.com,Other,18,G012
C100340,Priya Verma,priya.verma340@example.com,Female,44,G015
C100341,Aarav Sharma,aarav.sharma341@example.com,Female,68,G010
C100342,Vivaan Verma,vivaan.verma342@example.com,Other,53,G017
C100343,Rohit Singh,rohit.singh343@example.com,Other,50,G002
C100344,Ananya Patel,ananya.patel344@example.com,Female,53,G016
C100345,Priya Iyer,priya.iyer345@example.com,Male,43,G004
C100346,Pooja Nair,pooja.nair346@example.com,Other,20,G017
C100347,Neha Iyer,neha.iyer347@example.com,Male,30,G015
C100348,Ananya Iyer,ananya.iyer348@example.com,Female,38,G010
C100349,Rohit Gupta,rohit.gupta349@example.com,Female,58,G002
C100350,Pooja Nair,pooja.nair350@example.com,Male,36,G004
C100351,Priya Gupta,priya.gupta351@example.com,Female,31,G005
C100352,Karan Verma,karan.verma352@example.com,Other,57,G005
C100353,Karan Reddy,karan.reddy353@example.com,Other,59,G013
C100354,Aditya Verma,aditya.verma354@example.com,Female,50,G013
C100355,Neha Nair,neha.nair355@example.com,Male,57,G017
C100356,Vivaan Gupta,vivaan.gupta356@example.com,Other,38,G001
C100357,Karan Reddy,karan.reddy357@example.com,Male,28,G011
C100358,Pooja Singh,pooja.singh358@example.com,Male,29,G005
C100359,Aditya Verma,aditya.verma359@example.com,Female,69,G004
C100360,Priya Sharma,priya.sharma360@example.com,Other,36,G005
C100361,Kavya Gupta,kavya.gupta361@example.com,Male,25,G006
C100362,Riya Iyer,riya.iyer362@example.com,Other,43,G002
C100363,Rohit Nair,rohit.nair363@example.com,Other,61,G008
C100364,Ananya Reddy,ananya.reddy364@example.com,Other,65,G015
C100365,Arjun Patel,arjun.patel365@example.com,Female,66,G016
C100366,Riya Patel,riya.patel366@example.com,Female,58,G015
C100367,Ananya Reddy,ananya.reddy367@example.com,Female,47,G017
C100368,Rohit Iyer,rohit.iyer368@example.com,Male,66,G005
C100369,Riya Reddy,riya.reddy369@example.com,Male,56,G016
C100370,Riya Nair,riya.nair370@example.com,Other,21,G017
C100371,Riya Verma,riya.verma371@example.com,Female,20,G006
C100372,Rahul Singh,rahul.singh372@example.com,Other,24,G014
C100373,Vivaan Patel,vivaan.patel373@example.com,Female,37,G001
C100374,Rohit Sharma,rohit.sharma374@example.com,Female,47,G012
C100375,Arjun Gupta,arjun.gupta375@example.com,Male,38,G008
C100376,Aarav Nair,aarav.nair376@example.com,Male,68,G011
C100377,Pooja Iyer,pooja.iyer377@example.com,Male,17,G010
C100378,Riya Singh,riya.singh378@example.com,Other,68,G005
C100379,Pooja Singh,pooja.singh379@example.com,Female,54,G001
C100380,Vivaan Sharma,vivaan.sharma380@example.com,Female,28,G005
C100381,Priya Gupta,priya.gupta381@example.com,Male,64,G010
C100382,Arjun Reddy,arjun.reddy382@example.com,Male,18,G008
C100383,Rohit Singh,rohit.singh383@example.com,Male,22,G016
C100384,Kavya Sharma,kavya.sharma384@example.com,Other,47,G008
C100385,Sneha Iyer,sneha.iyer385@example.com,Female,42,G001
C100386,Kavya Nair,kavya.nair386@example.com,Male,51,G014
C100387,Aditya Verma,aditya.verma387@example.com,Other,38,G003
C100388,Priya Sharma,priya.sharma388@example.com,Female,70,G016
C100389,Aarav Gupta,aarav.gupta389@example.com,Female,31,G001
C100390,Karan Verma,karan.verma390@example.com,Female,30,G004
C100391,Pooja Nair,pooja.nair391@example.com,Male,17,G012
C100392,Priya Nair,priya.nair392@example.com,Other,26,G015
C100393,Sneha Singh,sneha.singh393@example.com,Other,26,G005
C100394,Vivaan Singh,vivaan.singh394@example.com,Male,33,G007
C100395,Aarav Patel,aarav.patel395@example.com,Male,35,G010
C100396,Priya Gupta,priya.gupta396@example.com,Other,45,G009
C100397,Aarav Patel,aarav.patel397@example.com,Female,37,G002
C100398,Riya Nair,riya.nair398@example.com,Female,22,G012
C100399,Rohit Gupta,rohit.gupta399@example.com,Other,43,G013
C100400,Karan Iyer,karan.iyer400@example.com,Female,59,G016
C100401,Karan Reddy,karan.reddy401@example.com,Male,61,G014
C100402,Vivaan Gupta,vivaan.gupta402@example.com,Other,67,G006
C100403,Priya Reddy,priya.reddy403@example.com,Female,21,G003
C100404,Karan Reddy,karan.reddy404@example.com,Female,43,G014
C100405,Aditya Singh,aditya.singh405@example.com,Female,43,G002
C100406,Sneha Nair,sneha.nair406@example.com,Other,42,G009
C100407,Neha Sharma,neha.sharma407@example.com,Male,57,G013
C100408,Karan Iyer,karan.iyer408@example.com,Male,24,G015
C100409,Aarav Iyer,aarav.iyer409@example.com,Male,30,G012
C100410,Karan Gupta,karan.gupta410@example.com,Other,17,G005
C100411,Neha Singh,neha.singh411@example.com,Female,38,G015
C100412,Pooja Verma,pooja.verma412@example.com,Other,23,G017
C100413,Karan Gupta,karan.gupta413@example.com,Female,56,G009
C100414,Arjun Verma,arjun.verma414@example.com,Male,62,G006
C100415,Ananya Gupta,ananya.gupta415@example.com,Other,22,G009
C100416,Pooja Reddy,pooja.reddy416@example.com,Other,43,G007
C100417,Kavya Reddy,kavya.reddy417@example.com,Other,46,G007
C100418,Vivaan Iyer,vivaan.iyer418@example.com,Male,43,G006
C100419,Sneha Singh,sneha.singh419@example.com,Male,66,G011
C100420,Neha Nair,neha.nair420@example.com,Other,19,G018
C100421,Priya Reddy,priya.reddy421@example.com,Female,69,G006
C100422,Sneha Iyer,sneha.iyer422@example.com,Female,47,G008
C100423,Vivaan Patel,vivaan.patel423@example.com,Male,30,G016
C100424,Aarav Nair,aarav.nair424@example.com,Other,51,G012
C100425,Ananya Iyer,ananya.iyer425@example.com,Other,20,G003
C100426,Rahul Gupta,rahul.gupta426@example.com,Other,61,G016
C100427,Priya Gupta,priya.gupta427@example.com,Female,67,G003
